# Format: event_id pdg_id px [GeV] py [GeV] pz [GeV] e [GeV]
0 -211 0.428521 -1.75033 -5.05643 5.36975
0 321 -0.711633 -2.54484 -9.16542 9.5515
0 -211 0.801395 3.46936 -2.35291 4.27017
0 211 0.722592 1.16267 -0.636794 1.51622
0 211 1.35415 0.386541 -7.30585 7.44165
0 -321 0.211022 -0.992292 -3.74538 3.91162
0 211 -0.993382 -0.134277 4.73703 4.84394
0 -211 -0.627199 -1.78121 -7.88894 8.11301
0 -211 0.477017 0.678443 -0.753711 1.12933
0 321 -0.175819 0.640804 -0.0950865 0.833249
0 -211 0.5424 0.579532 1.86214 2.02906
0 211 1.28424 0.126145 1.0018 1.63959
0 -211 2.10613 1.57444 1.88074 3.23594
0 211 2.07004 0.443032 2.65099 3.39538
0 -211 2.3088 1.06481 3.09056 4.00443
0 -321 0.663766 -0.331297 0.484154 1.01413
0 211 -1.24934 -2.3081 1.94588 3.27019
0 211 -0.520744 -2.38676 1.70584 2.98282
0 -211 0.273081 -6.16154 5.58497 8.32169
0 -211 0.22209 -0.454532 0.156447 0.547612
0 -2112 0.89429 -1.95244 4.02032 4.65376
0 -211 0.764156 -1.58671 3.58924 4.00046
0 2212 0.0330575 -1.14625 3.07149 3.41018
0 -321 1.69391 -1.39701 -0.107855 2.25307
0 321 0.621044 -0.345679 -0.0998666 0.871139
0 321 -0.443202 -0.370477 -1.68224 1.84589
0 -321 0.0678368 -0.629313 -1.61444 1.80299
0 -321 -1.46767 -0.141556 -7.51202 7.67127
0 -211 -0.774629 -0.647778 4.63618 4.74692
0 211 0.596928 0.37287 2.60362 2.70068
0 211 -0.947382 0.319171 -1.24971 1.60644
0 130 0.447694 2.54031 -1.06891 2.83616
0 130 0.861592 3.36436 -1.40232 3.77828
0 -211 0.0629845 1.14674 -0.422678 1.23171
0 211 1.11112 5.79344 -3.14581 6.68687
0 130 2.83558 7.47331 -4.30965 9.09459
0 211 2.36226 3.93659 -1.65604 4.88251
0 -211 0.798839 2.43979 -1.08211 2.78947
0 -211 0.321719 1.50375 -0.0243769 1.5443
0 211 0.0679046 0.850333 2.57416 2.71541
0 -211 0.311227 0.61309 1.27841 1.45827
0 211 -0.0533902 0.537877 1.39162 1.49942
0 321 -0.281788 0.541963 -1.38031 1.58811
0 2112 0.54678 -1.07849 -6.89685 7.0648
0 130 0.251207 -1.02056 -4.35248 4.50515
0 -211 0.993142 0.225606 -3.77542 3.91286
0 -211 0.428304 0.461651 0.884916 1.09504
0 130 -0.259134 0.575672 0.6092 1.00861
0 -211 -1.45381 -3.29244 3.80395 5.23863
0 211 0.400365 -1.7409 1.77963 2.52539
0 -211 0.314267 -1.13293 0.39407 1.24782
0 2212 2.59813 -5.8147 7.18583 9.64767
0 211 0.563261 -1.24015 1.64457 2.13993
0 -2112 0.745131 -0.481239 4.29275 4.483
0 -211 0.641172 0.10773 1.297 1.45753
0 211 0.976731 0.413567 1.02866 1.48414
0 -211 0.730191 -0.049263 0.359299 0.827153
0 -211 0.952923 -0.19889 0.878603 1.31873
